user_id,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return,hold_time,flight_time,reaction_time,error_rate,reaction_time_rolling_mean,reaction_time_rolling_std,error_rate_rolling_mean
s030,7,37,0.165,0.2103,0.0453,0.1336,0.1843,0.0507,0.1431,0.2297,0.0866,0.1681,0.5101,0.342,0.1,0.4635,0.3635,0.1373,0.2822,0.1449,0.1449,0.2147,0.0698,0.1175,0.2685,0.151,0.1095,0.2494,0.1399,0.0956,0.3412,0.2456,0.0908,165.0,210.29999999999998,375.29999999999995,0.0,436.43,31.319821554767326,0.0
s030,7,38,0.1956,0.2755,0.0799,0.1367,0.2267,0.09,0.1251,0.2885,0.1634,0.1497,0.327,0.1773,0.0927,0.6401,0.5474,0.1077,0.3308,0.2231,0.138,0.1658,0.0278,0.123,0.1959,0.0729,0.1027,0.2299,0.1272,0.0958,0.3321,0.2363,0.1008,195.6,275.5,471.1,0.0,436.73,31.669299890521756,0.0
s030,7,39,0.1452,0.2404,0.0952,0.1219,0.2016,0.0797,0.1325,0.2281,0.0956,0.1473,0.3684,0.2211,0.089,0.5955,0.5065,0.0903,0.7487,0.6584,0.2834,0.5318,0.2484,0.1114,0.3392,0.2278,0.0934,0.2251,0.1317,0.0721,0.2757,0.2036,0.0919,145.2,240.4,385.6,0.0,432.35999999999996,35.58183681474804,0.0
s030,7,40,0.2006,0.3539,0.1533,0.1293,0.2412,0.1119,0.1468,0.3131,0.1663,0.1692,0.3771,0.2079,0.0948,0.5023,0.4075,0.1067,0.282,0.1753,0.1465,0.1841,0.0376,0.1188,0.2593,0.1405,0.1468,0.2655,0.1187,0.0913,0.2994,0.2081,0.1059,200.6,353.9,554.5,0.0,439.57,50.86904865545801,0.0
s030,7,41,0.2135,0.2541,0.0406,0.1272,0.1982,0.071,0.1431,0.2709,0.1278,0.1594,0.4871,0.3277,0.0985,0.5187,0.4202,0.1276,0.3063,0.1787,0.1497,0.1944,0.0447,0.1014,0.2553,0.1539,0.1204,0.2771,0.1567,0.0837,0.31,0.2263,0.089,213.5,254.1,467.6,0.0,442.66999999999996,51.60717112099202,0.0
s030,7,42,0.1932,0.2702,0.077,0.1301,0.2043,0.0742,0.1314,0.2829,0.1515,0.157,0.632,0.475,0.0932,0.4788,0.3856,0.1181,0.2751,0.157,0.1489,0.182,0.0331,0.1053,0.2122,0.1069,0.1325,0.2795,0.147,0.1188,0.3414,0.2226,0.0958,193.20000000000002,270.2,463.4,0.0,445.55,51.90949923772479,0.0
s030,7,43,0.1581,0.2588,0.1007,0.1317,0.2056,0.0739,0.1402,0.2772,0.137,0.1705,0.4296,0.2591,0.099,0.4301,0.3311,0.1201,0.2265,0.1064,0.1584,0.1712,0.0128,0.1027,0.2574,0.1547,0.1169,0.2594,0.1425,0.0953,0.3324,0.2371,0.095,158.1,258.79999999999995,416.9,0.0,444.31000000000006,52.485711283063786,0.0
s030,7,44,0.1879,0.2776,0.0897,0.1082,0.2175,0.1093,0.1243,0.2977,0.1734,0.1409,0.5824,0.4415,0.1122,0.5335,0.4213,0.1194,0.2746,0.1552,0.1478,0.1848,0.037,0.0958,0.2954,0.1996,0.1473,0.2845,0.1372,0.1069,0.3456,0.2387,0.1006,187.9,277.6,465.5,0.0,446.05,52.912007668919486,0.0
s030,7,45,0.209,0.2757,0.0667,0.1454,0.3001,0.1547,0.1982,0.3431,0.1449,0.1742,0.4866,0.3124,0.1061,0.501,0.3949,0.1241,0.2656,0.1415,0.1644,0.2138,0.0494,0.1095,0.261,0.1515,0.1523,0.2927,0.1404,0.1053,0.3208,0.2155,0.09,209.0,275.7,484.7,0.0,454.37,51.654859941304544,0.0
s030,7,46,0.2209,0.2728,0.0519,0.1415,0.2384,0.0969,0.1246,0.3059,0.1813,0.1544,0.5352,0.3808,0.1204,0.4905,0.3701,0.1008,0.2631,0.1623,0.1729,0.1849,0.012,0.1164,0.2521,0.1357,0.1185,0.2589,0.1404,0.0911,0.3034,0.2123,0.0971,220.9,272.8,493.70000000000005,0.0,457.83000000000004,53.144228284925084,0.0
s030,7,47,0.2164,0.2551,0.0387,0.1275,0.1961,0.0686,0.1473,0.3437,0.1964,0.1396,0.5462,0.4066,0.0979,0.5152,0.4173,0.0998,0.2386,0.1388,0.1399,0.1603,0.0204,0.1101,0.1769,0.0668,0.1177,0.2462,0.1285,0.1119,0.3593,0.2474,0.0869,216.4,255.1,471.5,0.0,467.45,44.558332554082675,0.0
s030,7,48,0.1491,0.2498,0.1007,0.114,0.1729,0.0589,0.1196,0.2621,0.1425,0.1552,0.6223,0.4671,0.0919,0.4338,0.3419,0.113,0.2439,0.1309,0.1391,0.1632,0.0241,0.1016,0.2584,0.1568,0.1391,0.2658,0.1267,0.1016,0.3757,0.2741,0.104,149.10000000000002,249.79999999999998,398.9,0.0,460.23,49.47895287673343,0.0
s030,7,49,0.1658,0.5178,0.352,0.1296,0.2465,0.1169,0.1227,0.2816,0.1589,0.1483,0.7067,0.5584,0.1119,0.5612,0.4493,0.0982,0.2587,0.1605,0.142,0.1432,0.0012,0.1059,0.1851,0.0792,0.1222,0.2475,0.1253,0.0847,0.2978,0.2131,0.0929,165.8,517.8000000000001,683.6000000000001,0.0,490.03000000000003,79.91496939456053,0.0
s030,7,50,0.185,0.2657,0.0807,0.1423,0.2455,0.1032,0.1296,0.2698,0.1402,0.1452,0.3819,0.2367,0.0876,0.4854,0.3978,0.1035,0.2906,0.1871,0.1317,0.1476,0.0159,0.0969,0.1796,0.0827,0.1122,0.2262,0.114,0.1011,0.3324,0.2313,0.099,185.0,265.7,450.7,0.0,479.65,77.30936769456567,0.0
s030,8,1,0.1301,0.3232,0.1931,0.113,0.2104,0.0974,0.1299,0.2584,0.1285,0.1726,0.5336,0.361,0.0737,0.5181,0.4444,0.0781,0.3444,0.2663,0.1177,0.198,0.0803,0.1101,0.2482,0.1381,0.1378,0.2895,0.1517,0.0853,1.3064,1.2211,0.0684,130.1,323.2,453.29999999999995,0.0,478.21999999999997,77.68834890481182,0.0
s030,8,2,0.1539,0.2607,0.1068,0.1138,0.1634,0.0496,0.1233,0.2941,0.1708,0.1586,0.3906,0.232,0.081,0.4812,0.4002,0.0818,0.2788,0.197,0.1462,0.1832,0.037,0.1167,0.2622,0.1455,0.1349,0.2729,0.138,0.1048,0.3776,0.2728,0.1059,153.9,260.7,414.6,0.0,473.34,80.21432678906211,0.0
s030,8,3,0.1399,0.2454,0.1055,0.1497,0.2463,0.0966,0.1375,0.2811,0.1436,0.1797,0.4491,0.2694,0.1109,0.5036,0.3927,0.098,0.2532,0.1552,0.1586,0.1669,0.0083,0.1138,0.2572,0.1434,0.1114,0.2645,0.1531,0.0985,0.4103,0.3118,0.113,139.9,245.4,385.3,0.0,470.18,83.24979546187889,0.0
s030,8,4,0.1146,0.2692,0.1546,0.1246,0.2233,0.0987,0.1462,0.2652,0.119,0.1615,0.4251,0.2636,0.081,0.4553,0.3743,0.112,0.2627,0.1507,0.1373,0.1503,0.013,0.1122,0.255,0.1428,0.1283,0.2468,0.1185,0.0974,1.1138,1.0164,0.0927,114.6,269.2,383.79999999999995,0.0,462.01000000000005,87.65264082983855,0.0
s030,8,5,0.1563,0.2562,0.0999,0.1333,0.184,0.0507,0.147,0.2645,0.1175,0.1687,0.4526,0.2839,0.0882,0.5029,0.4147,0.1078,0.2704,0.1626,0.1425,0.1822,0.0397,0.1003,0.2437,0.1434,0.1074,0.243,0.1356,0.1167,0.3615,0.2448,0.1143,156.29999999999998,256.2,412.5,0.0,454.7900000000001,88.54502244621231,0.0
s030,8,6,0.165,0.1908,0.0258,0.1349,0.1975,0.0626,0.1014,0.2199,0.1185,0.1679,0.4339,0.266,0.0874,0.5355,0.4481,0.0898,0.3157,0.2259,0.1077,0.1442,0.0365,0.1212,0.2569,0.1357,0.1159,0.2405,0.1246,0.0934,0.4363,0.3429,0.0399,165.0,190.8,355.8,0.0,441.0,92.46343421410931,0.0
s030,8,7,0.1768,0.2643,0.0875,0.1486,0.2566,0.108,0.1533,0.2824,0.1291,0.1573,0.4267,0.2694,0.076,0.4704,0.3944,0.1014,0.3041,0.2027,0.1457,0.1933,0.0476,0.1056,0.2825,0.1769,0.0916,0.2555,0.1639,0.089,0.3744,0.2854,0.1111,176.8,264.29999999999995,441.09999999999997,0.0,437.96000000000004,91.84692821331849,0.0
s030,8,8,0.1502,0.1834,0.0332,0.1359,0.1655,0.0296,0.1217,0.2555,0.1338,0.1673,0.4394,0.2721,0.0829,0.4165,0.3336,0.0996,0.2701,0.1705,0.1193,0.1342,0.0149,0.0974,0.259,0.1616,0.1,0.2446,0.1446,0.0863,0.368,0.2817,0.1008,150.2,183.4,333.6,0.0,431.43,97.10340479212088,0.0
s030,8,9,0.1349,0.1802,0.0453,0.128,0.1631,0.0351,0.1169,0.2249,0.108,0.1536,0.4491,0.2955,0.0903,0.3944,0.3041,0.1075,0.2421,0.1346,0.1375,0.1769,0.0394,0.1209,0.2289,0.108,0.09,0.2399,0.1499,0.1077,0.3649,0.2572,0.0861,134.9,180.2,315.1,0.0,394.58,48.563104422095975,0.0
s030,8,10,0.1296,0.1725,0.0429,0.1159,0.1568,0.0409,0.1212,0.2199,0.0987,0.1594,0.447,0.2876,0.1114,0.482,0.3706,0.0988,0.2466,0.1478,0.1373,0.173,0.0357,0.1088,0.2564,0.1476,0.0689,0.2304,0.1615,0.099,0.3786,0.2796,0.0995,129.6,172.5,302.1,0.0,379.71999999999997,52.08996064502544,0.0
s030,8,11,0.166,0.2369,0.0709,0.0942,0.166,0.0718,0.1549,0.2164,0.0615,0.1346,0.6476,0.513,0.094,0.8633,0.7693,0.1177,0.4407,0.323,0.0475,0.6033,0.5558,0.1154,0.2556,0.1402,0.095,0.2544,0.1594,0.0842,0.3348,0.2506,0.1061,166.0,236.9,402.9,0.0,374.68,46.29561534314351,0.0
s030,8,12,0.1526,0.2394,0.0868,0.1307,0.2492,0.1185,0.0945,0.3033,0.2088,0.1726,0.5154,0.3428,0.0832,0.3941,0.3109,0.1049,0.2596,0.1547,0.1328,0.1815,0.0487,0.1196,0.2268,0.1072,0.1072,0.2415,0.1343,0.0966,0.3812,0.2846,0.0969,152.60000000000002,239.4,392.0,0.0,372.41999999999996,44.65280381890028,0.0
s030,8,13,0.1533,0.2102,0.0569,0.1262,0.1801,0.0539,0.1473,0.2867,0.1394,0.1694,0.5214,0.352,0.1,0.4661,0.3661,0.1083,0.254,0.1457,0.1489,0.1627,0.0138,0.1074,0.2587,0.1513,0.0969,0.2106,0.1137,0.099,0.3322,0.2332,0.109,153.29999999999998,210.2,363.5,0.0,370.24,44.4859578344083,0.0
s030,8,14,0.1497,0.17,0.0203,0.1256,0.171,0.0454,0.1301,0.2544,0.1243,0.1768,0.4993,0.3225,0.0892,0.459,0.3698,0.1051,0.2342,0.1291,0.1314,0.145,0.0136,0.1048,0.2154,0.1106,0.0853,0.198,0.1127,0.099,0.3293,0.2303,0.0969,149.7,170.0,319.7,0.0,363.83,46.869251943871404,0.0
s030,8,15,0.1452,0.1913,0.0461,0.1085,0.1502,0.0417,0.1309,0.2745,0.1436,0.1665,0.4945,0.328,0.0861,0.4379,0.3518,0.0855,0.2491,0.1636,0.1185,0.169,0.0505,0.1024,0.2576,0.1552,0.0372,0.1963,0.1591,0.1307,0.3694,0.2387,0.1051,145.2,191.3,336.5,0.0,356.22999999999996,44.18534322098086,0.0
s030,8,16,0.1475,0.2234,0.0759,0.1148,0.2059,0.0911,0.1214,0.2505,0.1291,0.133,0.6484,0.5154,0.0974,0.4555,0.3581,0.0972,0.3046,0.2074,0.0489,0.0654,0.0165,0.1233,0.2814,0.1581,0.1201,0.2272,0.1071,0.0945,0.3266,0.2321,0.1011,147.5,223.39999999999998,370.9,0.0,357.74,44.426373548456425,0.0
s030,8,17,0.1336,0.1507,0.0171,0.1219,0.1781,0.0562,0.1256,0.2665,0.1409,0.1584,0.4693,0.3109,0.0837,0.4274,0.3437,0.093,0.1938,0.1008,0.1249,0.1445,0.0196,0.1014,0.1991,0.0977,0.0969,0.1996,0.1027,0.1143,0.3422,0.2279,0.1043,133.6,150.7,284.29999999999995,0.0,342.06000000000006,39.08572345215219,0.0
s030,8,18,0.1438,0.1844,0.0406,0.1172,0.1795,0.0623,0.1409,0.2813,0.1404,0.1304,0.4563,0.3259,0.0832,0.4574,0.3742,0.0921,0.2518,0.1597,0.1367,0.1703,0.0336,0.1254,0.3936,0.2682,0.1011,0.2457,0.1446,0.0818,0.3118,0.23,0.0961,143.8,184.4,328.20000000000005,0.0,341.52,39.25253848833373,0.0
s030,8,19,0.1386,0.1655,0.0269,0.1114,0.1721,0.0607,0.1069,0.2383,0.1314,0.1515,0.4671,0.3156,0.0903,0.4583,0.368,0.0919,0.1996,0.1077,0.1502,0.1648,0.0146,0.1201,0.2154,0.0953,0.0985,0.2217,0.1232,0.1085,0.3409,0.2324,0.1074,138.6,165.5,304.1,0.0,340.41999999999996,40.21745889536463,0.0
s030,8,20,0.1623,0.2264,0.0641,0.1314,0.2172,0.0858,0.1235,0.2689,0.1454,0.1631,0.7278,0.5647,0.1193,0.4613,0.342,0.1074,0.3072,0.1998,0.1214,0.1687,0.0473,0.1151,0.226,0.1109,0.0932,0.2434,0.1502,0.081,0.3242,0.2432,0.0903,162.3,226.39999999999998,388.7,0.0,349.08000000000004,40.372675027662254,0.0
s030,8,21,0.1808,0.2388,0.058,0.1272,0.2386,0.1114,0.1317,0.2647,0.133,0.1671,0.4202,0.2531,0.0874,0.4129,0.3255,0.0935,0.2065,0.113,0.1322,0.16,0.0278,0.1111,0.2378,0.1267,0.0919,0.2278,0.1359,0.1011,0.3393,0.2382,0.1008,180.79999999999998,238.8,419.6,0.0,350.75,43.099581075565254,0.0
s030,8,22,0.1787,0.2335,0.0548,0.1346,0.2539,0.1193,0.1494,0.2843,0.1349,0.1594,0.3586,0.1992,0.0882,0.42,0.3318,0.1099,0.2672,0.1573,0.1473,0.158,0.0107,0.113,0.2798,0.1668,0.1016,0.2824,0.1808,0.0969,0.3541,0.2572,0.0998,178.7,233.5,412.2,0.0,352.77,45.645860223637875,0.0
s030,8,23,0.1689,0.2353,0.0664,0.1251,0.2048,0.0797,0.1415,0.2853,0.1438,0.138,0.5069,0.3689,0.0808,0.415,0.3342,0.0838,0.2166,0.1328,0.1235,0.159,0.0355,0.1132,0.2439,0.1307,0.0876,0.2209,0.1333,0.1008,0.3414,0.2406,0.104,168.9,235.3,404.20000000000005,0.0,356.84000000000003,48.43800619807519,0.0
s030,8,24,0.1848,0.2209,0.0361,0.1301,0.284,0.1539,0.1557,0.3684,0.2127,0.1438,0.3655,0.2217,0.0826,0.3817,0.2991,0.0843,0.2142,0.1299,0.1623,0.1951,0.0328,0.1066,0.2389,0.1323,0.081,0.2227,0.1417,0.1027,0.3272,0.2245,0.1016,184.79999999999998,220.9,405.7,0.0,365.44,48.744782056935016,0.0
s030,8,25,0.1594,0.258,0.0986,0.1578,1.0841,0.9263,0.0892,0.256,0.1668,0.1415,0.3178,0.1763,0.0768,0.4084,0.3316,0.0975,0.2255,0.128,0.1383,0.1891,0.0508,0.1138,0.2928,0.179,0.0969,0.2312,0.1343,0.0797,0.344,0.2643,0.0919,159.39999999999998,258.0,417.4,0.0,373.53000000000003,50.102473879931274,0.0
s030,8,26,0.1333,0.3251,0.1918,0.109,0.2059,0.0969,0.1103,0.2436,0.1333,0.1486,0.3557,0.2071,0.0879,0.4416,0.3537,0.0943,0.2434,0.1491,0.1296,0.1973,0.0677,0.1217,0.2645,0.1428,0.0903,0.2267,0.1364,0.081,0.3134,0.2324,0.0932,133.3,325.1,458.40000000000003,0.0,382.28000000000003,56.78682945895374,0.0
s030,8,27,0.1845,0.2765,0.092,0.1095,0.2861,0.1766,0.1225,0.2914,0.1689,0.1378,0.3555,0.2177,0.0829,0.4115,0.3286,0.0941,0.2427,0.1486,0.1283,0.1764,0.0481,0.1119,0.2988,0.1869,0.0285,0.4586,0.4301,0.1088,0.4327,0.3239,0.0974,184.5,276.5,461.0,0.0,399.95,49.9968499007715,0.0
s030,8,28,0.1249,0.2093,0.0844,0.1035,0.1727,0.0692,0.1193,0.2515,0.1322,0.1726,0.574,0.4014,0.0787,0.3851,0.3064,0.0806,0.216,0.1354,0.1407,0.1616,0.0209,0.108,0.2595,0.1515,0.1185,0.2526,0.1341,0.1061,1.1987,1.0926,0.0892,124.89999999999999,209.3,334.2,0.0,400.55,49.067487538426185,0.0
s030,8,29,0.0882,0.7555,0.6673,0.0987,0.1892,0.0905,0.0977,0.2532,0.1555,0.1621,0.597,0.4349,0.1291,0.5968,0.4677,0.0982,0.3086,0.2104,0.1322,0.1835,0.0513,0.1035,0.2706,0.1671,0.0993,0.2436,0.1443,0.0919,0.342,0.2501,0.1101,88.2,755.5,843.7,0.1,454.51000000000005,141.276352114099,0.01
s030,8,30,0.1415,0.1749,0.0334,0.1193,0.1494,0.0301,0.1288,0.2478,0.119,0.1665,0.5267,0.3602,0.0818,0.4065,0.3247,0.0845,0.2146,0.1301,0.1241,0.1656,0.0415,0.1101,0.2426,0.1325,0.1185,0.2394,0.1209,0.0884,0.315,0.2266,0.1051,141.5,174.9,316.4,0.1,447.28000000000003,146.76199780597233,0.02
s030,8,31,0.1341,0.2008,0.0667,0.0908,0.1594,0.0686,0.0969,0.2115,0.1146,0.1431,0.4336,0.2905,0.0892,0.5239,0.4347,0.1214,0.3639,0.2425,0.1473,0.2508,0.1035,0.1106,0.2627,0.1521,0.1563,0.2993,0.143,0.0892,0.3208,0.2316,0.1003,134.1,200.8,334.9,0.1,438.81000000000006,150.9221392344786,0.030000000000000006
s030,8,32,0.1523,0.228,0.0757,0.1177,0.217,0.0993,0.133,0.2531,0.1201,0.1417,0.4325,0.2908,0.0908,0.5284,0.4376,0.0948,0.3337,0.2389,0.1573,0.2492,0.0919,0.1037,0.2901,0.1864,0.1299,0.2824,0.1525,0.0832,0.31,0.2268,0.1019,152.29999999999998,228.0,380.29999999999995,0.1,435.62,151.88116553557484,0.04
s030,8,33,0.1584,0.2132,0.0548,0.1082,0.1404,0.0322,0.1259,0.269,0.1431,0.1386,0.5487,0.4101,0.0895,0.4358,0.3463,0.1035,0.2616,0.1581,0.1446,0.2115,0.0669,0.104,0.2542,0.1502,0.1022,0.26,0.1578,0.089,0.304,0.215,0.1051,158.4,213.2,371.6,0.1,432.36,152.97641938837873,0.05
s030,8,34,0.1489,0.1948,0.0459,0.1088,0.1476,0.0388,0.1156,0.2692,0.1536,0.1412,0.4642,0.323,0.0839,0.4255,0.3416,0.0911,0.2455,0.1544,0.1402,0.1833,0.0431,0.1064,0.2255,0.1191,0.1101,0.2265,0.1164,0.089,0.3092,0.2202,0.113,148.9,194.8,343.70000000000005,0.1,426.16,155.41396476650576,0.06000000000000001
s030,8,35,0.1718,0.2353,0.0635,0.1241,0.2255,0.1014,0.1135,0.2442,0.1307,0.152,0.3613,0.2093,0.0871,0.4266,0.3395,0.108,0.2439,0.1359,0.137,0.1973,0.0603,0.1154,0.3659,0.2505,0.1198,0.489,0.3692,0.099,0.3285,0.2295,0.0945,171.8,235.3,407.1,0.1,425.13,155.51257219630625,0.07
s030,8,36,0.1694,0.2419,0.0725,0.1169,0.3164,0.1995,0.3312,0.5466,0.2154,0.1512,0.5003,0.3491,0.0858,0.4641,0.3783,0.1074,0.2983,0.1909,0.1404,0.2458,0.1054,0.1016,0.3447,0.2431,0.1713,0.3114,0.1401,0.0858,0.3287,0.2429,0.1048,169.4,241.9,411.3,0.1,420.41999999999996,155.10569013131456,0.08
s030,8,37,0.1731,0.2279,0.0548,0.1249,0.1701,0.0452,0.1272,0.2676,0.1404,0.1771,0.3969,0.2198,0.0892,0.4893,0.4001,0.1038,0.3015,0.1977,0.1383,0.2244,0.0861,0.1209,0.2859,0.165,0.1523,0.2824,0.1301,0.0837,0.3084,0.2247,0.1051,173.1,227.89999999999998,401.0,0.1,414.41999999999996,154.52089970112362,0.09
s030,8,38,0.2198,0.2963,0.0765,0.1204,0.2901,0.1697,0.0739,0.3518,0.2779,0.1985,0.5756,0.3771,0.0945,0.3878,0.2933,0.1116,0.2172,0.1056,0.1409,0.17,0.0291,0.1497,0.2334,0.0837,0.1344,0.2582,0.1238,0.0993,0.3103,0.211,0.1043,219.79999999999998,296.3,516.1,0.1,432.61,154.7346075633309,0.1
s030,8,39,0.2014,0.2626,0.0612,0.1412,0.2381,0.0969,0.1201,0.3009,0.1808,0.1745,0.3827,0.2082,0.0987,0.4307,0.332,0.0993,0.2242,0.1249,0.1365,0.1794,0.0429,0.1227,0.2608,0.1381,0.1283,0.2439,0.1156,0.0945,0.3066,0.2121,0.1059,201.4,262.6,464.0,0.0,394.64,60.60649396814994,0.09000000000000001
s030,8,40,0.1642,0.2499,0.0857,0.1222,0.1945,0.0723,0.1135,0.2661,0.1526,0.1855,0.4016,0.2161,0.09,0.4089,0.3189,0.1138,0.2202,0.1064,0.1402,0.2081,0.0679,0.1183,0.2915,0.1732,0.1803,0.3159,0.1356,0.0964,0.3275,0.2311,0.1069,164.20000000000002,249.9,414.1,0.0,404.41,54.12022521921033,0.08
s030,8,41,0.1536,0.3562,0.2026,0.1209,0.2708,0.1499,0.0919,0.3986,0.3067,0.1716,0.4693,0.2977,0.08,0.3957,0.3157,0.0993,0.2081,0.1088,0.1491,0.1885,0.0394,0.1204,0.2529,0.1325,0.1272,0.2489,0.1217,0.0924,0.3042,0.2118,0.1051,153.6,356.2,509.79999999999995,0.0,421.9,57.32693762776824,0.06999999999999999
s030,8,42,0.2159,0.2604,0.0445,0.1278,0.2075,0.0797,0.1336,0.264,0.1304,0.1784,0.4064,0.228,0.0937,0.46,0.3663,0.108,0.2909,0.1829,0.1576,0.1941,0.0365,0.0985,0.2477,0.1492,0.147,0.2565,0.1095,0.0874,0.3079,0.2205,0.0958,215.9,260.40000000000003,476.30000000000007,0.0,431.5,57.62387622428184,0.06000000000000001
s030,8,43,0.165,0.2008,0.0358,0.1394,0.2207,0.0813,0.1225,0.2737,0.1512,0.1789,0.4101,0.2312,0.1135,0.5371,0.4236,0.0948,0.2685,0.1737,0.151,0.1899,0.0389,0.119,0.251,0.132,0.1747,0.2805,0.1058,0.0905,0.3023,0.2118,0.1072,165.0,200.8,365.8,0.0,430.91999999999996,58.31877532626863,0.05
s030,8,44,0.1763,0.2116,0.0353,0.1291,0.1766,0.0475,0.1198,0.2761,0.1563,0.1621,0.6302,0.4681,0.1014,0.4646,0.3632,0.112,0.2614,0.1494,0.1388,0.1919,0.0531,0.1188,0.2326,0.1138,0.1489,0.2721,0.1232,0.0837,0.3024,0.2187,0.0882,176.3,211.60000000000002,387.90000000000003,0.0,435.34000000000003,52.34261488819193,0.04
s030,8,45,0.1486,0.2259,0.0773,0.1259,0.1713,0.0454,0.1204,0.2547,0.1343,0.1697,0.541,0.3713,0.1037,0.4226,0.3189,0.1038,0.2814,0.1776,0.1631,0.2492,0.0861,0.1109,0.2587,0.1478,0.1135,0.242,0.1285,0.0784,0.2963,0.2179,0.1019,148.60000000000002,225.89999999999998,374.5,0.0,432.08000000000004,55.23231340840873,0.030000000000000006
s030,8,46,0.1373,0.1982,0.0609,0.1399,0.217,0.0771,0.1119,0.2518,0.1399,0.1491,0.3919,0.2428,0.0895,0.4086,0.3191,0.1069,0.2413,0.1344,0.1301,0.1759,0.0458,0.1077,0.2162,0.1085,0.1267,0.2528,0.1261,0.0911,0.324,0.2329,0.0924,137.3,198.2,335.5,0.0,424.5,63.049187147815395,0.02
s030,8,47,0.1299,0.1763,0.0464,0.1088,0.1661,0.0573,0.1167,0.2437,0.127,0.1594,0.4673,0.3079,0.0887,0.4263,0.3376,0.0909,0.2226,0.1317,0.1262,0.1593,0.0331,0.1043,0.1727,0.0684,0.1254,0.2175,0.0921,0.109,0.3234,0.2144,0.1008,129.89999999999998,176.3,306.2,0.0,415.02,73.27326024319463,0.01
s030,8,48,0.1784,0.1997,0.0213,0.1175,0.1898,0.0723,0.1077,0.2027,0.095,0.156,1.1917,1.0357,0.0644,0.4753,0.4109,0.1003,0.2684,0.1681,0.1159,0.1284,0.0125,0.1048,0.1592,0.0544,0.1029,0.1784,0.0755,0.1051,0.295,0.1899,0.0892,178.4,199.7,378.1,0.0,401.21999999999997,64.60328165039506,0.0
s030,8,49,0.1758,0.2135,0.0377,0.1206,0.1927,0.0721,0.1143,0.2629,0.1486,0.165,0.4247,0.2597,0.0839,0.3629,0.279,0.0954,0.1669,0.0715,0.1251,0.1373,0.0122,0.113,0.1622,0.0492,0.1082,0.1795,0.0713,0.1172,0.3216,0.2044,0.1014,175.8,213.5,389.3,0.0,393.75,60.740801772781026,0.0
s030,8,50,0.18,0.2171,0.0371,0.1053,0.1415,0.0362,0.1127,0.1621,0.0494,0.1415,0.8205,0.679,0.1035,1.005,0.9015,0.0832,0.2315,0.1483,0.1093,0.1186,0.0093,0.0861,0.1382,0.0521,0.0948,0.1827,0.0879,0.0982,0.2931,0.1949,0.081,180.0,217.1,397.1,0.0,392.05,60.3445707766863,0.0
s031,1,1,0.1109,0.3824,0.2715,0.0644,0.1481,0.0837,0.0686,0.113,0.0444,0.0599,0.842,0.7821,0.0518,0.6599,0.6081,0.0684,0.3347,0.2663,0.0858,0.1674,0.0816,0.1043,0.1297,0.0254,0.1077,0.3286,0.2209,0.0934,0.7377,0.6443,0.0808,110.9,382.40000000000003,493.30000000000007,0.0,493.30000000000007,,0.0
s031,1,2,0.0787,0.6626,0.5839,0.0671,0.1202,0.0531,0.0863,0.1597,0.0734,0.0584,1.2361,1.1777,0.062,0.5397,0.4777,0.0829,0.2384,0.1555,0.057,0.1223,0.0653,0.0876,0.1204,0.0328,0.1022,0.3624,0.2602,0.0903,0.3227,0.2324,0.062,78.7,662.6,741.3000000000001,0.1,617.3000000000001,175.36248173426378,0.05
s031,1,3,0.0578,0.4565,0.3987,0.0518,0.0941,0.0423,0.0818,0.3214,0.2396,0.0615,0.9236,0.8621,0.0544,0.4592,0.4048,0.1003,0.3608,0.2605,0.0626,0.1374,0.0748,0.1188,0.1318,0.013,0.0861,0.331,0.2449,0.0903,0.339,0.2487,0.066,57.8,456.5,514.3,0.1,582.9666666666667,137.5221194329601,0.06666666666666667
s031,1,4,0.0842,0.3303,0.2461,0.0523,0.1033,0.051,0.0781,0.2003,0.1222,0.0803,1.0004,0.9201,0.0562,0.5709,0.5147,0.0702,0.3838,0.3136,0.0766,0.1704,0.0938,0.1193,0.1785,0.0592,0.119,0.3602,0.2412,0.0805,0.3176,0.2371,0.0824,84.2,330.29999999999995,414.49999999999994,0.1,540.85,140.369073041987,0.07500000000000001
s031,1,5,0.0887,0.3375,0.2488,0.066,0.1637,0.0977,0.0776,0.1602,0.0826,0.061,0.7956,0.7346,0.0473,0.4773,0.43,0.0713,0.2997,0.2284,0.0491,0.1302,0.0811,0.0942,0.1381,0.0439,0.0876,0.3275,0.2399,0.1095,0.6448,0.5353,0.0803,88.7,337.5,426.2,0.1,517.92,131.93381674157698,0.08
